Gene Name	Systematic Name	Motif ID	Sub Motif	Logo	Total Score	DBDs	Expert Confidence	Method Description	Reference	Dubious?	Ranksum GO P	Ranksum GO AUROC	Ranksum GO Term	Mean ChIP chip Score	Mean Expression Score	Concurrence	Add to Cart
SKO1	YNL167C	2106	0		19.85	bZIP		PBM	22189060		2.72	0.429	GO:0005933	10.84	2.17	4.12	Add
SKO1	YNL167C	1874	0		14.48	bZIP		ChIP-chip	17947326		3.74	0.432	GO:0003677	3.65	1.96	5.14	Add
SKO1	YNL167C	297	0		8.57	bZIP		alignments of various sites under same control	12051917		2.64	0.599	GO:0045333	1.18	0.82	3.94	Add
SKO1	YNL167C	1564	0		7.64	bZIP		ChIP-chip, conservation, combination of existing motifs	17130146		3.33	0.463	GO:0006810	0.98	0.60	2.73	Add
SKO1	YNL167C	299	0		7.44	bZIP		EMSA, site-turns-on-gene	11113177		2.39	0.421	GO:0007126	0.03	0.97	4.06	Add
SKO1	YNL167C	718	0		5.46	bZIP		site-turns-on-gene, EMSA	9858577		1.45	0.459	GO:0044262	0.12	0.68	3.21	Add
SKN7	YHR206W	885	0		40.60	HSF		ChIP-chip	18325926		4.03	0.587	GO:0005624	17.58	16.17	2.83	Add
SKN7	YHR206W	663	0		27.73	HSF		ChIP-chip	16522208		2.98	0.615	GO:0005618	14.63	10.12	0.00	Add
SKN7	YHR206W	2170	0		25.78	HSF		PBM	19997485		3.75	0.631	GO:0005618	9.43	7.14	5.46	Add
SKN7	YHR206W	1713	0		25.08	HSF		ChIP-chip	17947326		5.79	0.607	GO:0005624	13.47	5.82	0.00	Add
SKN7	YHR206W	1106	0		21.01	HSF		ChIP-chip	17500587		2.80	0.568	GO:0030234	6.59	7.56	4.06	Add
SKN7	YHR206W	854	0		18.33	HSF		PBM	19158363		3.65	0.629	GO:0005618	6.99	1.21	6.48	Add
SKN7	YHR206W	1873	0		17.63	HSF		ChIP-chip	17947326		2.71	0.569	GO:0005624	6.59	5.38	2.95	Add
SKN7	YHR206W	1714	0		13.80	HSF		ChIP-chip	17947326		2.76	0.440	GO:0003723	7.27	3.77	0.00	Add
SKN7	YHR206W	1105	0		10.76	HSF		ChIP-chip	17500587		2.23	0.622	GO:0004721	3.59	1.69	3.25	Add
SKN7	YHR206W	425	0		9.79	HSF		EMSA	11854400		2.85	0.381	GO:0007033	0.23	0.95	5.76	Add
SKN7	YHR206W	289	0		9.73	HSF		Microarray enrichment, EMSA, mutational analysis	16313629		2.11	0.610	GO:0004721	1.66	0.67	5.30	Add
SKN7	YHR206W	296	0		8.90	HSF		multiple site examination, mutational analysis	15135069		1.97	0.325	GO:0003774	0.89	0.18	5.87	Add
SKN7	YHR206W	1465	0		7.64	HSF		ChIP-chip, structural prior	17438293		5.23	0.590	GO:0016491	1.89	0.51	0.00	Add
SKN7	YHR206W	290	0		4.94	HSF		Microarray enrichment, EMSA, mutational analysis	16313629		2.36	0.555	GO:0030528	1.76	0.82	0.00	Add
SKN7	YHR206W	1715	0		4.91	HSF		ChIP-chip	17947326		2.29	0.459	GO:0005515	1.28	1.34	0.00	Add
SKN7	YHR206W	1258	0		4.40	HSF		ChIP-chip	12399584		2.03	0.445	GO:0030234	1.40	0.98	0.00	Add
SKN7	YHR206W	294	0		4.19	HSF		EMSA, site-turns-on-gene, mutational analysis	10888672		2.38	0.455	GO:0005783	0.72	1.10	0.00	Add
SKN7	YHR206W	293	0		4.07	HSF		Microarray enrichment, EMSA, mutational analysis	16313629		1.62	0.583	GO:0005815	1.45	1.00	0.00	Add
SKN7	YHR206W	292	0		3.92	HSF		Microarray enrichment, EMSA, mutational analysis	16313629		1.83	0.479	GO:0005737	0.98	1.12	0.00	Add
SIR4	YDR227W	1978	0		2.74			ChIP-chip	17947326	Dubious	2.74	0.471	GO:0003674	0.00	0.00	0.00	Add
SIR4	YDR227W	1979	0		2.09			ChIP-chip	17947326	Dubious	2.09	0.548	GO:0042221	0.00	0.00	0.00	Add
SIR4	YDR227W	1980	0		1.90			ChIP-chip	17947326	Dubious	1.90	0.561	GO:0051186	0.00	0.00	0.00	Add
SIR4	YDR227W	1981	0		1.81			ChIP-chip	17947326	Dubious	1.81	0.539	GO:0005783	0.00	0.00	0.00	Add
SIR3	YLR442C	1976	0		5.76			ChIP-chip	17947326	Dubious	2.24	0.427	GO:0007059	3.23	0.29	0.00	Add
SIR3	YLR442C	1977	0		4.49			ChIP-chip	17947326	Dubious	2.51	0.553	GO:0007005	1.80	0.18	0.00	Add
SIR3	YLR442C	1975	0		3.92			ChIP-chip	17947326	Dubious	2.01	0.333	GO:0005576	1.68	0.23	0.00	Add
SIR3	YLR442C	1974	0		2.01			ChIP-chip	17947326	Dubious	1.63	0.416	GO:0016779	0.17	0.21	0.00	Add
SIR2	YDL042C	1973	0		4.51			ChIP-chip	17947326	Dubious	2.42	0.454	GO:0005575	1.49	0.60	0.00	Add
SIR2	YDL042C	1970	0		3.67			ChIP-chip	17947326	Dubious	1.64	0.452	GO:0044255	1.43	0.59	0.00	Add
SIR2	YDL042C	1971	0		3.40			ChIP-chip	17947326	Dubious	2.60	0.375	GO:0007124	0.14	0.65	0.00	Add
SIR2	YDL042C	1972	0		2.88			ChIP-chip	17947326	Dubious	2.13	0.548	GO:0042221	0.57	0.17	0.00	Add
SIR1	YKR101W	1969	0		2.03			ChIP-chip	17947326	Dubious	1.93	0.535	GO:0006464	0.00	0.10	0.00	Add
SIP4	YJL089W	371	0		16.45	Zinc cluster		ChIP-chip	15343339		3.21	0.399	GO:0016023	2.10	1.08	10.07	Add
SIP4	YJL089W	286	0		14.97	Zinc cluster		mutated individual sites to see affect on TS	14685767		2.23	0.546	GO:0005198	2.78	0.76	9.20	Add
SIP4	YJL089W	2169	0		14.59	Zinc cluster		PBM	19997485		3.76	0.437	GO:0042254	5.75	2.18	2.91	Add
SIP4	YJL089W	2231	0		11.73	Zinc cluster		PBM	19997485		4.54	0.390	GO:0007059	2.79	0.70	3.69	Add
SIP4	YJL089W	847	0		10.89	Zinc cluster		PBM	19158363		2.87	0.612	GO:0005618	3.84	0.25	3.94	Add
SIP4	YJL089W	1563	0		10.79	Zinc cluster		ChIP-chip, conservation, combination of existing motifs	17130146		2.14	0.553	GO:0016491	0.74	0.05	7.86	Add
SIP4	YJL089W	2055	0		10.70	Zinc cluster		alignments of various mapped sites	10487868		2.20	0.577	GO:0007126	0.36	0.10	8.03	Add
SIP4	YJL089W	653	0		9.89	Zinc cluster		ChIP-chip	16522208		2.07	0.528	GO:0005739	0.43	0.33	7.06	Add
SIP4	YJL089W	1103	0		8.73	Zinc cluster		ChIP-chip	17500587		2.29	0.556	GO:0016491	0.85	0.18	5.41	Add
SIP4	YJL089W	1712	0		7.86	Zinc cluster		ChIP-chip	17947326		2.59	0.346	GO:0004871	0.89	0.54	3.83	Add
SIP4	YJL089W	1872	0		7.67	Zinc cluster		ChIP-chip	17947326		1.58	0.456	GO:0005730	1.04	0.43	4.61	Add
SIP4	YJL089W	1104	0		4.70	Zinc cluster		ChIP-chip	17500587		1.93	0.542	GO:0005840	1.56	1.21	0.00	Add
SIP4	YJL089W	1257	0		2.63	Zinc cluster		ChIP-chip	12399584		1.86	0.526	GO:0005739	0.37	0.40	0.00	Add
SIP3	YNL257C	1871	0		3.10			ChIP-chip	17947326	Dubious	2.12	0.567	GO:0006091	0.65	0.33	0.00	Add
SFP1	YLR403W	2230	0		62.11	C2H2 ZF		PBM	19997485		2.97	0.442	GO:0005740	51.41	4.54	3.19	Add
SFP1	YLR403W	2168	0		60.19	C2H2 ZF		PBM	19997485		5.17	0.589	GO:0005730	43.98	6.16	4.88	Add
SFP1	YLR403W	1101	0		23.58	C2H2 ZF		ChIP-chip	17500587		6.04	0.595	GO:0003723	15.63	1.91	0.00	Add
SFP1	YLR403W	1708	0		12.73	C2H2 ZF		ChIP-chip	17947326		1.82	0.465	GO:0007049	10.23	0.69	0.00	Add
SFP1	YLR403W	1098	0		11.95	C2H2 ZF		ChIP-chip	17500587		3.15	0.455	GO:0006350	8.53	0.27	0.00	Add
SFP1	YLR403W	1869	0		10.33	C2H2 ZF		ChIP-chip	17947326		2.58	0.469	GO:0016070	5.74	2.01	0.00	Add
SFP1	YLR403W	1709	0		6.32	C2H2 ZF		ChIP-chip	17947326		1.76	0.435	GO:0031505	3.73	0.83	0.00	Add
SFP1	YLR403W	1099	0		3.60	C2H2 ZF		ChIP-chip	17500587		1.74	0.568	GO:0000910	1.50	0.36	0.00	Add
SFP1	YLR403W	1256	0		3.18	C2H2 ZF		ChIP-chip	12399584		2.36	0.598	GO:0005618	0.72	0.10	0.00	Add
SFL1	YOR140W	2167	0		51.54	HSF		PBM	19997485		3.11	0.465	GO:0005739	45.49	0.15	2.78	Add
SFL1	YOR140W	1868	0		8.15	HSF		ChIP-chip	17947326		1.59	0.464	GO:0005783	1.95	1.81	2.79	Add
SFL1	YOR140W	764	0		6.24	HSF		EMSA, ChIP	11399075		4.28	0.437	GO:0005783	0.66	1.29	0.00	Add
SFL1	YOR140W	285	0		4.32	HSF		single site mutagenesis and knockout	15314176		2.67	0.451	GO:0005783	0.31	1.33	0.00	Add
SFL1	YOR140W	1255	0		2.84	HSF		ChIP-chip	12399584		1.20	0.530	GO:0005783	0.67	0.98	0.00	Add
RTS2	YOR077W	1867	0		3.44	C2H2 ZF		ChIP-chip	17947326	Dubious	2.04	0.446	GO:0030528	1.40	0.00	0.00	Add
RTG3	YBL103C	2166	0		35.46	bHLH		PBM	19997485		5.76	0.394	GO:0005624	23.49	4.00	2.21	Add
RTG3	YBL103C	602	0		34.31	bHLH		ChIP-chip	16522208		21.73	0.699	GO:0006520	12.35	0.22	0.00	Add
RTG3	YBL103C	1706	0		29.95	bHLH		ChIP-chip	17947326		9.35	0.627	GO:0006520	20.08	0.52	0.00	Add
RTG3	YBL103C	1705	0		29.78	bHLH		ChIP-chip	17947326		6.37	0.603	GO:0006520	22.53	0.88	0.00	Add
RTG3	YBL103C	1095	0		16.37	bHLH		ChIP-chip	17500587		2.82	0.572	GO:0005933	12.94	0.61	0.00	Add
RTG3	YBL103C	1866	0		11.51	bHLH		ChIP-chip	17947326		3.93	0.561	GO:0005575	6.94	0.65	0.00	Add
RTG3	YBL103C	1096	0		9.17	bHLH		ChIP-chip	17500587		2.33	0.449	GO:0042221	6.46	0.38	0.00	Add
RTG3	YBL103C	1562	0		8.96	bHLH		ChIP-chip, conservation, combination of existing motifs	17130146		2.09	0.433	GO:0006091	6.27	0.61	0.00	Add
RTG3	YBL103C	1704	0		5.86	bHLH		ChIP-chip	17947326		3.20	0.568	GO:0044262	2.26	0.41	0.00	Add
RTG3	YBL103C	1254	0		4.63	bHLH		ChIP-chip	12399584		2.94	0.547	GO:0005515	1.22	0.48	0.00	Add
RTG3	YBL103C	1707	0		4.00	bHLH		ChIP-chip	17947326		1.75	0.560	GO:0006091	1.56	0.70	0.00	Add
RTG3	YBL103C	1094	0		3.80	bHLH		ChIP-chip	17500587		2.63	0.606	GO:0005618	0.52	0.65	0.00	Add
RTG3	YBL103C	1097	0		3.09	bHLH		ChIP-chip	17500587		2.55	0.460	GO:0006464	0.35	0.19	0.00	Add
RTG1	YOL067C	1702	0		16.19	bHLH		ChIP-chip	17947326		11.82	0.640	GO:0005730	2.54	1.83	0.00	Add
RTG1	YOL067C	1092	0		11.12	bHLH		ChIP-chip	17500587		1.75	0.547	GO:0005730	8.74	0.63	0.00	Add
RTG1	YOL067C	1865	0		10.05	bHLH		ChIP-chip	17947326		1.60	0.456	GO:0005886	8.05	0.40	0.00	Add
RTG1	YOL067C	1091	0		7.14	bHLH		ChIP-chip	17500587		2.19	0.451	GO:0042221	4.64	0.30	0.00	Add
RTG1	YOL067C	1703	0		6.34	bHLH		ChIP-chip	17947326		3.09	0.568	GO:0006520	2.39	0.86	0.00	Add
RTG1	YOL067C	1093	0		3.41	bHLH		ChIP-chip	17500587		2.55	0.460	GO:0006464	0.42	0.44	0.00	Add
RTG1	YOL067C	1253	0		2.33	bHLH		ChIP-chip	12399584		1.96	0.600	GO:0016853	0.20	0.17	0.00	Add
RSF2	YJR127C	1277	0		4.28	C2H2 ZF		ChIP-chip	12399584		2.82	0.559	GO:0016044	0.39	1.07	0.00	Add
RSF2	YJR127C	1176	0		4.01	C2H2 ZF		ChIP-chip	17500587		3.35	0.563	GO:0042221	0.63	0.03	0.00	Add
RSF2	YJR127C	1943	0		3.82	C2H2 ZF		ChIP-chip	17947326		2.74	0.818	GO:0045182	1.02	0.06	0.00	Add
RSC30	YHR056C	527	0		13.75	Zinc cluster		PBM	19111667		4.95	0.611	GO:0006091	0.00	1.71	7.10	Add
RSC30	YHR056C	857	0		13.40	Zinc cluster		PBM	19158363		5.40	0.592	GO:0016491	0.00	1.91	6.09	Add
RSC3	YDR303C	2165	0		14.93	Zinc cluster		PBM	19997485		9.27	0.623	GO:0005886	0.00	3.96	1.70	Add
RSC3	YDR303C	853	0		8.65	Zinc cluster		PBM	19158363		4.93	0.413	GO:0005730	0.00	1.24	2.49	Add
RPN4	YDL020C	377	0		29.86	C2H2 ZF		ChIP-chip	15343339		8.26	0.628	GO:0044257	13.83	0.87	6.90	Add
RPN4	YDL020C	693	0		25.72	C2H2 ZF		ChIP-chip	16522208		6.56	0.613	GO:0044257	11.76	0.80	6.59	Add
RPN4	YDL020C	1399	0		24.21	C2H2 ZF		MITOMI	20802496		7.04	0.411	GO:0042254	12.68	0.93	3.57	Add
RPN4	YDL020C	504	0		23.76	C2H2 ZF		PBM	19111667		6.67	0.614	GO:0044257	9.99	1.43	5.67	Add
RPN4	YDL020C	1397	0		22.50	C2H2 ZF		MITOMI	20802496		5.32	0.600	GO:0044257	12.01	0.63	4.55	Add
RPN4	YDL020C	1701	0		22.38	C2H2 ZF		ChIP-chip	17947326		5.57	0.603	GO:0044257	12.02	0.45	4.34	Add
RPN4	YDL020C	1561	0		21.04	C2H2 ZF		ChIP-chip, conservation, combination of existing motifs	17130146		8.31	0.628	GO:0044257	4.31	0.69	7.74	Add
RPN4	YDL020C	1398	0		19.86	C2H2 ZF		MITOMI	20802496		4.89	0.427	GO:0042254	10.82	0.49	3.66	Add
RPN4	YDL020C	2163	0		19.22	C2H2 ZF		PBM	19997485		2.98	0.442	GO:0005740	11.27	1.23	3.73	Add
RPN4	YDL020C	2229	0		17.61	C2H2 ZF		PBM	19997485		2.38	0.415	GO:0016023	11.34	1.06	2.82	Add
RPN4	YDL020C	280	0		16.82	C2H2 ZF		one-hybrid, EMSA, 	10350051		4.56	0.589	GO:0044257	1.97	0.38	9.91	Add
RPN4	YDL020C	1311	0		14.47	C2H2 ZF		Conservation	12748633		3.50	0.557	GO:0005783	0.79	0.26	9.91	Add
RPN4	YDL020C	858	0		14.06	C2H2 ZF		PBM	19158363		4.70	0.429	GO:0042254	3.78	1.04	4.53	Add
RPN4	YDL020C	1089	0		12.53	C2H2 ZF		ChIP-chip	17500587		1.92	0.555	GO:0044257	0.65	0.29	9.67	Add
RPN4	YDL020C	1864	0		4.45	C2H2 ZF		ChIP-chip	17947326		2.30	0.454	GO:0005783	1.52	0.63	0.00	Add
RPI1	YIL119C	1863	0		7.33			ChIP-chip	17947326	Dubious	1.46	0.453	GO:0005794	5.83	0.03	0.00	Add
RPH1	YER169W	2162	0		25.03	C2H2 ZF		PBM	19997485		5.98	0.418	GO:0005198	2.64	14.07	2.34	Add
RPH1	YER169W	823	0		24.01	C2H2 ZF		PBM	19158363		4.44	0.457	GO:0016070	0.81	12.36	6.40	Add
RPH1	YER169W	279	0		18.19	C2H2 ZF		EMSA, DNase protection, one-hybrid	10523651		4.66	0.591	GO:0005624	5.03	3.28	5.21	Add
RPH1	YER169W	1085	0		17.05	C2H2 ZF		ChIP-chip	17500587		2.81	0.437	GO:0005730	10.71	0.75	2.78	Add
RPH1	YER169W	1087	0		12.70	C2H2 ZF		ChIP-chip	17500587		5.51	0.567	GO:0007049	5.53	1.66	0.00	Add
RPH1	YER169W	2228	0		9.64	C2H2 ZF		PBM	19997485		2.71	0.562	GO:0016491	4.18	0.10	2.64	Add
RPH1	YER169W	675	0		7.19	C2H2 ZF		ChIP-chip	16522208		2.01	0.459	GO:0005575	1.21	0.50	3.47	Add
RPH1	YER169W	1862	0		6.75	C2H2 ZF		ChIP-chip	17947326		3.22	0.446	GO:0006412	3.19	0.33	0.00	Add
RPH1	YER169W	1698	0		5.32	C2H2 ZF		ChIP-chip	17947326		2.11	0.585	GO:0006457	3.06	0.14	0.00	Add
RPH1	YER169W	1697	0		4.65	C2H2 ZF		ChIP-chip	17947326		2.16	0.388	GO:0005777	2.40	0.10	0.00	Add
RPH1	YER169W	1088	0		4.08	C2H2 ZF		ChIP-chip	17500587		2.89	0.441	GO:0003677	0.79	0.40	0.00	Add
RPH1	YER169W	1086	0		3.98	C2H2 ZF		ChIP-chip	17500587		2.28	0.422	GO:0007126	0.84	0.86	0.00	Add
RPH1	YER169W	1699	0		3.34	C2H2 ZF		ChIP-chip	17947326		1.95	0.403	GO:0007033	1.33	0.07	0.00	Add
RPH1	YER169W	1252	0		3.18	C2H2 ZF		ChIP-chip	12399584		1.77	0.531	GO:0006350	1.18	0.23	0.00	Add
ROX1	YPR065W	1394	0		24.84	Sox		MITOMI	20802496		3.27	0.445	GO:0006412	3.72	10.73	7.12	Add
ROX1	YPR065W	278	0		22.57	Sox		compilation (Table 1)	9832521		3.12	0.444	GO:0042254	1.96	10.10	7.39	Add
ROX1	YPR065W	1395	0		18.91	Sox		MITOMI	20802496		2.35	0.399	GO:0004386	4.46	6.70	5.40	Add
ROX1	YPR065W	537	0		18.88	Sox		PBM	19111667		2.71	0.439	GO:0005886	4.13	7.68	4.37	Add
ROX1	YPR065W	1861	0		17.33	Sox		ChIP-chip	17947326		7.98	0.596	GO:0042254	8.78	0.58	0.00	Add
ROX1	YPR065W	1560	0		13.94	Sox		ChIP-chip, conservation, combination of existing motifs	17130146		2.02	0.573	GO:0007126	0.79	1.95	9.17	Add
ROX1	YPR065W	2054	0		12.78	Sox		alignments of various mapped sites	10487868		2.24	0.564	GO:0046483	0.35	0.69	9.50	Add
ROX1	YPR065W	1695	0		10.38	Sox		ChIP-chip	17947326		4.07	0.354	GO:0016779	4.30	2.01	0.00	Add
ROX1	YPR065W	595	0		10.34	Sox		ChIP-chip	16522208		3.07	0.444	GO:0042254	6.74	0.54	0.00	Add
ROX1	YPR065W	889	0		9.98	Sox		ChIP-chip	18325926		2.99	0.405	GO:0000910	6.41	0.58	0.00	Add
ROX1	YPR065W	1503	0		8.14	Sox		ChIP-chip, structural prior	17438293		2.38	0.470	GO:0016070	4.75	1.01	0.00	Add
ROX1	YPR065W	1696	0		5.81	Sox		ChIP-chip	17947326		2.12	0.456	GO:0051276	2.90	0.78	0.00	Add
ROX1	YPR065W	276	0		5.34	Sox		single DNase protection	15302821		1.52	0.566	GO:0006457	0.74	0.10	2.98	Add
ROX1	YPR065W	1082	0		5.15	Sox		ChIP-chip	17500587		1.81	0.585	GO:0005618	2.64	0.70	0.00	Add
ROX1	YPR065W	1084	0		3.04	Sox		ChIP-chip	17500587		2.04	0.542	GO:0005783	0.56	0.44	0.00	Add
ROX1	YPR065W	1083	0		2.55	Sox		ChIP-chip	17500587		1.44	0.557	GO:0031505	0.77	0.34	0.00	Add
ROX1	YPR065W	1251	0		2.54	Sox		ChIP-chip	12399584		1.67	0.453	GO:0006520	0.44	0.44	0.00	Add
RME1	YGR044C	275	0		10.10	C2H2 ZF		in vivo footprinting, EMSA	9580682		2.02	0.579	GO:0000746	0.30	0.30	7.48	Add
RME1	YGR044C	1081	0		7.02	C2H2 ZF		ChIP-chip	17500587		2.80	0.596	GO:0000746	3.66	0.57	0.00	Add
RME1	YGR044C	626	0		6.31	C2H2 ZF		ChIP-chip	16522208		2.98	0.555	GO:0042254	2.32	1.01	0.00	Add
RME1	YGR044C	1860	0		2.75	C2H2 ZF		ChIP-chip	17947326		2.07	0.535	GO:0006950	0.45	0.23	0.00	Add
RME1	YGR044C	1250	0		2.51	C2H2 ZF		ChIP-chip	12399584		1.77	0.544	GO:0016044	0.11	0.63	0.00	Add
RLM1	YPL089C	625	0		35.80	MADS box		ChIP-chip	16522208		2.09	0.593	GO:0005618	28.67	1.66	3.38	Add
RLM1	YPL089C	910	0		33.67	MADS box		ChIP-chip	18325926		6.00	0.582	GO:0042254	24.77	2.90	0.00	Add
RLM1	YPL089C	1501	0		32.63	MADS box		ChIP-chip, structural prior	17438293		3.67	0.438	GO:0005840	21.83	0.92	6.21	Add
RLM1	YPL089C	271	0		25.35	MADS box		Microarray enrichment	15116342		3.61	0.601	GO:0031505	10.84	0.44	10.46	Add
RLM1	YPL089C	1559	0		16.19	MADS box		ChIP-chip, conservation, combination of existing motifs	17130146		2.86	0.573	GO:0005933	11.77	1.57	0.00	Add
RLM1	YPL089C	1428	0		14.88	MADS box		EMSA, in vitro selection	9121433		2.42	0.460	GO:0006464	1.38	0.46	10.61	Add
RLM1	YPL089C	1694	0		8.99	MADS box		ChIP-chip	17947326		1.98	0.545	GO:0005740	6.72	0.29	0.00	Add
RLM1	YPL089C	1310	0		7.96	MADS box		Conservation	12748633		2.82	0.565	GO:0070271	1.34	0.31	3.50	Add
RLM1	YPL089C	1858	0		6.44	MADS box		ChIP-chip	17947326		1.81	0.376	GO:0004871	4.33	0.30	0.00	Add
RLM1	YPL089C	1249	0		4.08	MADS box		ChIP-chip	12399584		2.51	0.542	GO:0005515	1.37	0.20	0.00	Add
RIM101	YHL027W	424	0		12.24	C2H2 ZF		Microarray enrichment, ChIP	12509465		5.09	0.571	GO:0005783	0.34	1.09	5.71	Add
RIM101	YHL027W	1857	0		11.04	C2H2 ZF		ChIP-chip	17947326		2.12	0.443	GO:0005773	8.54	0.38	0.00	Add
RIM101	YHL027W	513	0		11.02	C2H2 ZF		PBM	19111667		3.19	0.555	GO:0005783	0.42	2.59	4.82	Add
RIM101	YHL027W	1077	0		7.67	C2H2 ZF		ChIP-chip	17500587		2.42	0.451	GO:0012505	4.66	0.59	0.00	Add
RIM101	YHL027W	1693	0		5.84	C2H2 ZF		ChIP-chip	17947326		1.83	0.251	GO:0045182	3.74	0.27	0.00	Add
RIM101	YHL027W	1692	0		4.89	C2H2 ZF		ChIP-chip	17947326		1.88	0.685	GO:0032196	2.80	0.21	0.00	Add
RIM101	YHL027W	1078	0		4.33	C2H2 ZF		ChIP-chip	17500587		2.97	0.455	GO:0006464	0.41	0.95	0.00	Add
RIM101	YHL027W	1248	0		3.82	C2H2 ZF		ChIP-chip	12399584		2.42	0.615	GO:0004721	0.90	0.49	0.00	Add
RGT1	YKL038W	2161	0		27.72	Zinc cluster		PBM	19997485		2.47	0.602	GO:0005618	8.09	1.27	15.89	Add
RGT1	YKL038W	566	0		25.05	Zinc cluster		PBM	19111667		2.62	0.577	GO:0006091	5.98	1.24	15.21	Add
RGT1	YKL038W	803	0		20.45	Zinc cluster		PBM	19158363		5.75	0.580	GO:0042254	6.26	1.25	7.18	Add
RGT1	YKL038W	270	0		16.95	Zinc cluster		DNase protection, methylation protection, EMSA, ChIP	12861007		3.64	0.539	GO:0006810	4.57	0.84	7.89	Add
RGT1	YKL038W	1558	0		14.66	Zinc cluster		ChIP-chip, conservation, combination of existing motifs	17130146		2.63	0.446	GO:0005694	6.10	1.55	4.38	Add
RGT1	YKL038W	1856	0		14.56	Zinc cluster		ChIP-chip	17947326		2.90	0.376	GO:0006997	11.25	0.40	0.00	Add
RGT1	YKL038W	1691	0		10.22	Zinc cluster		ChIP-chip	17947326		3.90	0.351	GO:0007031	3.11	0.38	2.82	Add
RGT1	YKL038W	671	0		9.96	Zinc cluster		ChIP-chip	16522208		3.19	0.555	GO:0005783	0.47	0.34	5.95	Add
RGT1	YKL038W	1247	0		6.15	Zinc cluster		ChIP-chip	12399584		1.44	0.458	GO:0044255	4.14	0.57	0.00	Add
RGT1	YKL038W	1076	0		4.29	Zinc cluster		ChIP-chip	17500587		3.63	0.597	GO:0005938	0.08	0.58	0.00	Add
RGM1	YMR182C	1855	0		6.41	C2H2 ZF		ChIP-chip	17947326		2.41	0.444	GO:0003723	3.28	0.72	0.00	Add
RGM1	YMR182C	1075	0		2.57	C2H2 ZF		ChIP-chip	17500587		1.87	0.402	GO:0016853	0.32	0.38	0.00	Add
RGM1	YMR182C	1246	0		2.22	C2H2 ZF		ChIP-chip	12399584		1.92	0.316	GO:0003774	0.10	0.20	0.00	Add
RFX1	YLR176C	678	0		18.45	RFX		ChIP-chip	16522208		2.85	0.552	GO:0016192	3.41	1.04	11.15	Add
RFX1	YLR176C	412	0		14.48	RFX		ChIP-chip	15343339		1.99	0.447	GO:0030528	2.46	1.20	8.84	Add
RFX1	YLR176C	266	0		14.47	RFX		known binders (5)	15494396		3.16	0.554	GO:0005783	0.60	0.98	9.73	Add
RFX1	YLR176C	468	0		14.39	RFX		Microarray enrichment	15494396		2.23	0.322	GO:0005576	0.65	0.69	10.83	Add
RFX1	YLR176C	1557	0		13.35	RFX		ChIP-chip, conservation, combination of existing motifs	17130146		3.09	0.554	GO:0005783	0.70	0.29	9.26	Add
RFX1	YLR176C	1324	0		13.35	RFX		ChIP-chip	20956559		2.27	0.525	GO:0005737	0.47	0.26	10.35	Add
RFX1	YLR176C	260	0		12.52	RFX		EMSA	9741624		2.69	0.550	GO:0005783	0.72	0.57	8.54	Add
RFX1	YLR176C	1074	0		8.91	RFX		ChIP-chip	17500587		1.10	0.537	GO:0030234	0.38	0.47	6.97	Add
RFX1	YLR176C	1854	0		2.97	RFX		ChIP-chip	17947326		1.86	0.544	GO:0007005	0.84	0.28	0.00	Add
RFX1	YLR176C	1245	0		2.43	RFX		ChIP-chip	12399584		1.66	0.544	GO:0003723	0.54	0.23	0.00	Add
REI1	YBR267W	1920	0		9.26	C2H2 ZF		ChIP-chip	17947326		1.97	0.433	GO:0007059	7.29	0.00	0.00	Add
REB1	YBR049C	1556	0		165.49	MADF		ChIP-chip, conservation, combination of existing motifs	17130146		4.15	0.581	GO:0007010	146.75	6.52	8.07	Add
REB1	YBR049C	1853	0		164.13	MADF		ChIP-chip	17947326		4.37	0.584	GO:0007010	145.63	5.66	8.47	Add
REB1	YBR049C	1690	0		161.74	MADF		ChIP-chip	17947326		3.79	0.457	GO:0008150	144.16	5.54	8.25	Add
REB1	YBR049C	635	0		157.69	MADF		ChIP-chip	16522208		3.06	0.432	GO:0006520	142.23	6.21	6.19	Add
REB1	YBR049C	1689	0		157.20	MADF		ChIP-chip	17947326		5.60	0.596	GO:0007010	136.82	7.22	7.55	Add
REB1	YBR049C	1447	0		155.63	MADF		ChIP-chip, structural prior	17438293		3.88	0.422	GO:0006520	139.68	5.89	6.18	Add
REB1	YBR049C	1393	0		151.90	MADF		MITOMI	20802496		2.96	0.567	GO:0007010	138.07	4.48	6.40	Add
REB1	YBR049C	2053	0		147.40	MADF		alignments of various mapped sites	10487868		4.89	0.589	GO:0007010	130.79	4.41	7.31	Add
REB1	YBR049C	407	0		143.14	MADF		ChIP-chip	15343339		3.86	0.422	GO:0006520	129.41	4.83	5.05	Add
REB1	YBR049C	1391	0		134.52	MADF		MITOMI	20802496		2.85	0.464	GO:0008150	120.88	4.72	6.06	Add
REB1	YBR049C	1392	0		134.52	MADF		MITOMI	20802496		2.85	0.464	GO:0008150	120.88	4.72	6.06	Add
REB1	YBR049C	1073	0		127.47	MADF		ChIP-chip	17500587		3.84	0.578	GO:0007010	113.02	3.94	6.68	Add
REB1	YBR049C	540	0		120.83	MADF		PBM	19111667		4.01	0.580	GO:0007010	104.92	3.20	8.70	Add
REB1	YBR049C	1072	0		90.33	MADF		ChIP-chip	17500587		3.63	0.575	GO:0007010	75.52	2.51	8.68	Add
